Actor,Movie_Count,Avg_IMDb_Rating
Halina Reijn,1,7.7
Haluk Bilginer,1,8.1
Halvar Björk,1,8.2
Hanno Pöschl,1,8.1
Hardy Krüger,1,8.1
Harold Ramis,1,7.8
Harpo Marx,2,7.85
Harriet Andersson,2,8.05
Harrison Ford,8,8.2625
Harry Connick Jr.,1,8.0
Harry Crocker,1,8.1
Harry Dean Stanton,1,8.1
Harry Guardino,1,7.7
Harry Myers,1,8.5
Harshaali Malhotra,1,8.0
Hartley Power,1,8.0
Haru Kuroki,1,8.1
Haruo Tanaka,1,8.3
Harvey Keitel,2,8.100000000000001
Harvey Korman,1,7.7
Haya Harareet,1,8.1
Hayley Squires,1,7.9
Heath Ledger,2,8.35
Hector Elizondo,1,7.7
Hee Jae,1,8.0
Hee-won Kim,1,7.8
Helen Hunt,2,7.75
Helena Bonham Carter,1,8.0
Helena Rojo,1,7.9
Helmut Griem,1,7.8
Helmut Qualtinger,1,7.7
Hemendra Dandotiya,1,8.2
Henning Moritzen,1,8.0
Henri Serre,1,7.8
Henri-Jacques Huet,1,7.8
Henrik Dahl,1,7.9
Henrik Lundström,1,7.8
Henry Bergman,2,8.35
Henry Cavill,1,7.7
Henry Fonda,4,8.275
Henry Thomas,1,7.8
Henry Travers,2,7.75
Herb Edelman,1,7.7
Herbert Grönemeyer,1,8.3
Herbert Knaup,1,7.6
Herbert Lom,1,7.7
Hiam Abbass,1,7.6
Hideaki Anno,1,7.8
Hidetoshi Nishijima,1,7.8
Hilary Swank,1,8.1
Hiromasa Yonebayashi,1,7.7
Hiroyuki Okiura,1,7.9
Hisako Kyôda,1,8.1
Hitoshi Takagi,1,8.2
Ho-jin Chun,1,7.8
Holly Hunter,2,7.8
Holmes Osborne,1,8.0
Honor Blackman,1,7.7
Horacio Salinas,1,7.9
Howard Da Silva,1,7.9
Hrithik Roshan,1,8.1
Hubert Koundé,1,8.1
Hubertus Bengsch,1,8.3
Huck Milner,1,7.6
Hudhail Al-Amir,1,7.8
Hugh Bonneville,1,7.8
Hugh Grant,1,7.8
Hugh Jackman,4,8.15
Hugh Marlowe,1,7.7
Hugh Walsh,1,7.8
Hugh Welchman,1,7.8
Hugo Silva,1,7.6
Hugo Weaving,1,8.2
Humphrey Bogart,9,7.955555555555555
Husnija Hasimovic,1,8.2
Hye-ja Kim,1,7.8
Hyeong-jin Kong,1,8.1
Hyuk-ho Kwon,1,8.0
Hümeyra,1,8.3
Iain Rea,1,7.8
Ian Hart,1,7.7
Ian Hendry,1,7.7
Ian Holm,1,7.7
Ian McKellen,7,8.214285714285714
Ida Engvoll,1,7.7
Iemasa Kayumi,1,8.0
Ignat Daniltsev,1,8.1
Iko Uwais,2,7.8
Ileana D'Cruz,1,8.1
Ilker Kizmaz,1,8.0
Imelda Staunton,1,7.8
In-mun Kim,1,8.0
Indraneil Sengupta,1,8.1
Inge Landgut,1,8.3
Ingrid Bergman,3,8.200000000000001
Ingrid Thulin,2,8.149999999999999
Irandhir Santos,1,8.0
Irene Miracle,1,7.6
Irene Papas,1,8.2
Irrfan Khan,4,8.025
Irving Metzman,1,7.7
Irène Jacob,2,7.949999999999999
Isa Danieli,1,8.5
Isaac Hayes,1,7.7
Isabella Rossellini,1,7.7
Isabelle Adjani,1,7.7
Isabelle Huppert,1,7.9
Ismail Hacioglu,1,8.4
Issey Takahashi,1,7.9
Isuzu Yamada,1,8.1
Ivan Bobrov,1,8.0
Ivan Dobronravov,1,8.0
Ivan Lapikov,1,8.1
Ivana Baquero,1,8.2
Izabela Vidovic,1,8.0
J. Mackye Gruber,1,7.6
J.D. Cannon,1,8.1
J.K. Simmons,3,8.233333333333333
J.T. Walsh,1,8.0
JB Blanc,1,7.8
Jack Albertson,1,7.8
Jack Benny,1,8.2
Jack Carson,2,8.0
Jack Hawkins,4,8.05
Jack Kehoe,1,7.7
Jack Lemmon,5,7.9799999999999995
Jack McBrayer,1,7.7
Jack Nicholson,6,8.183333333333334
Jack Oakie,1,8.4
Jack Reynor,1,7.9
Jack Thibeau,1,7.6
Jack Warden,3,7.866666666666667
Jacki Weaver,1,7.7
Jackie Coogan,1,8.3
Jackie Earle Haley,1,7.6
Jackie Gleason,1,8.0
Jacob Tremblay,2,8.05
Jacqueline Andere,1,8.1
Jacques Villeret,1,7.7
Jaden Smith,1,8.0
Jae Head,1,7.6
Jae-ho Song,1,8.1
Jake Gyllenhaal,7,7.828571428571428
Jake Johnson,1,8.4
James Booth,1,7.7
James Caan,3,8.333333333333334
James Cagney,1,8.1
James Coburn,2,7.75
James Cromwell,1,7.9
James Dean,3,7.733333333333333
James Doohan,1,7.7
James Earl Jones,1,8.5
James Fleet,1,7.6
James Garner,2,8.0
James Gleason,1,8.0
James Laurenson,1,8.1
James Marsden,2,7.85
James Mason,2,8.0
James McAvoy,4,7.775
James Rebhorn,2,7.9
James Remar,1,7.6
James Stewart,10,8.14
James Woods,2,8.3
Jamie Bell,1,7.7
Jamie Chung,1,7.8
Jamie Draven,1,7.7
Jamie Foxx,4,7.95
Jamie Lee Curtis,2,7.800000000000001
Jan Cornet,1,7.6
Jan Josef Liefers,1,8.0
Jan Pinkava,1,8.0
Jan Sterling,1,8.1
Jane Adams,1,7.7
Jane Alexander,1,7.8
Jane Darwell,1,8.0
Jane Fonda,1,7.6
Jane Galloway Heitz,1,8.0
Jane Greer,1,8.0
Jane Lynch,1,7.7
Jane Wyman,1,7.9
Janelle Monáe,1,7.8
Janet Gaynor,1,8.1
Janet Leigh,3,8.133333333333333
Jang Dong-Gun,1,8.1
Janine Darcey,1,8.2
Janusz Gajos,1,7.6
Jared Bush,1,8.0
Jared Gilman,1,7.8
Jared Leto,4,7.925
Jason Bateman,1,8.0
Jason Cope,1,7.9
Jason Flemyng,1,8.2
Jason Lee,1,8.0
Jason London,1,7.6
Jason Mitchell,1,7.8
Jason Patric,1,7.6
Jason Robards,2,8.25
Jason Schwartzman,3,7.933333333333334
Jason Segel,1,7.6
Jason Statham,2,8.25
Javier Bardem,3,7.933333333333334
Javier Cámara,1,7.9
Jay Baruchel,3,8.0
Jay C. Flippen,1,8.0
Jaya Bachchan,1,8.0
Je-mun Yun,1,7.8
Jean Arthur,1,8.1
Jean Dujardin,1,7.9
Jean Gabin,1,8.1
Jean Heywood,1,7.7
Jean Martin,1,8.1
Jean Reno,1,8.5
Jean Seberg,1,7.8
Jean Servais,1,8.2
Jean Simmons,1,7.9
Jean Sorel,1,7.7
Jean Topart,1,7.8
Jean-Baptiste Maunier,1,7.9
Jean-Claude Donda,1,7.8
Jean-Louis Trintignant,3,8.0
Jean-Marc Barr,1,7.8
Jean-Paul Belmondo,1,7.8
Jean-Pierre Jeunet,1,7.6
Jean-Pierre Lorit,1,8.1
Jean-Pierre Léaud,1,8.1
Jeanne Bates,1,7.9
Jeanne Moreau,1,7.8
Jeff Anderson,1,7.7
Jeff Bridges,7,7.785714285714286
Jeff Cohen,1,7.8
Jeff Daniels,1,7.7
Jeff Garlin,1,8.4
Jeff Goldblum,1,8.1
Jeffrey Ho,1,8.2
Jeffrey Hunter,1,7.9
Jeffrey Jones,1,7.8
Jeffrey Wright,1,8.0
Jemaine Clement,1,7.7
Jena Malone,1,8.0
Jennifer Aniston,2,7.85
Jennifer Connelly,5,7.94
Jennifer Drake,1,7.8
Jennifer Garner,1,8.0
Jennifer Jason Leigh,2,7.75
Jennifer Lawrence,2,7.7
Jennifer Lien,1,8.5
Jennifer Morrison,1,8.2
Jennifer Saunders,1,7.7
Jennifer Ulrich,1,7.6
Jeon Gook-Hwan,1,7.8
Jeremy Irons,2,8.05
Jeremy Renner,3,7.866666666666667
Jeremy Strong,2,7.8
Jerome Flynn,1,7.8
Jerry Lewis,1,7.8
Jerry Nelson,1,7.6
Jerry O'Connell,1,8.1
Jerry Zucker,1,7.7
Jerzy Stuhr,1,7.6
Jesse Borrego,1,8.0
Jesse Corti,1,8.0
Jesse Eisenberg,2,7.65
Jessica Biel,1,7.6
Jessica Chastain,2,8.3
Jessica Lange,2,7.95
Jessica Tandy,2,7.7
Jessie Royce Landis,1,8.3
Jet Li,2,7.75
Ji-Eun Lim,1,7.6
Jim Backus,1,7.7
Jim Carrey,2,8.2
Jim Caviezel,2,7.699999999999999
Jim Henson,1,7.6
Jim Kelly,1,7.7
Jim Sturgess,1,7.8
Jim Varney,1,8.3
Jimmy Sheirgill,2,8.05
Jin Goo,1,7.8
Jin-mo Joo,1,8.0
Jingwu Ma,1,8.1
Jinpachi Nezu,2,8.1
Jo Hartley,1,7.7
Jo Van Fleet,1,7.7
Joan Allen,3,7.933333333333334
Joan Chen,1,7.7
Joan Crawford,1,8.1
Joan Cusack,1,8.2
Joan Fontaine,1,8.1
Joan Greenwood,1,8.0
Joanna Cassidy,1,7.7
Joanne Dru,1,7.8
Joaquin Phoenix,5,8.18
Jodi Benson,1,7.6
Jodie Foster,4,8.025
Joe Keaton,1,8.2
Joe Pantoliano,1,8.4
Joe Pesci,6,8.033333333333333
Joe Russo,4,8.075
Joel Basman,1,7.8
Joel Coen,2,7.85
Joel Edgerton,1,8.2
Joel Grey,1,7.8
Johan Heldenbergh,1,7.7
Johanna ter Steege,1,7.7
John Belushi,1,7.9
John Billingsley,1,7.9
John Boles,1,7.8
John Boyega,1,7.9
John Buckwalter,1,7.7
John C. Reilly,1,7.7
John Cameron Mitchell,1,7.7
John Candy,2,7.75
John Carradine,2,7.9
John Cassavetes,2,7.85
John Castle,2,7.75
John Cazale,3,7.966666666666666
John Cho,1,7.6
John Cleese,2,8.149999999999999
John Cusack,1,7.7
John Dall,1,8.0
John Fiedler,2,8.35
John Fraser,1,7.7
John Gallagher Jr.,1,8.0
John Gavin,1,8.5
John Getz,1,7.6
John Gielgud,2,8.05
John Goodman,5,7.9
John Haycraft,1,7.8
John Heard,1,7.6
John Hillerman,1,8.1
John Hodgman,1,7.7
John Hodiak,1,7.6
John Hubley,1,7.6
John Hurt,3,8.033333333333333
John Huston,1,8.1
John Leguizamo,1,7.9
John Lennon,1,7.6
John Lone,1,7.7
John Lurie,1,7.8
John Mahoney,1,7.7
John Malkovich,3,7.733333333333333
John Matthews,1,8.0
John McGiver,1,7.8
John Megna,1,8.2
John Musker,3,7.733333333333333
John Payne,1,7.9
John Rafter Lee,1,7.7
John Randolph,1,7.7
John Ratzenberger,1,8.2
John Rhys-Davies,1,8.4
John Ridgely,1,7.9
John Ritter,1,8.0
John Roselius,1,7.6
John Savage,1,8.1
John Saxon,1,7.7
John Sharian,1,7.7
John Travolta,1,8.9
John Turturro,3,7.7
John Wayne,6,7.883333333333333
John Williams,1,8.2
John Wray,1,8.0
Johnny Depp,9,7.7333333333333325
Johnny Sekka,1,8.2
Jon Bernthal,3,7.766666666666666
Jon Hamm,1,7.6
Jon Lovitz,1,7.7
Jon Voight,3,7.8999999999999995
Jonah Hill,2,7.8999999999999995
Jonathan Pryce,1,7.9
Jonathan Rhys Meyers,1,7.6
Jong-ho Kim,1,8.0
Jonny Lee Miller,1,8.1
Jordan Nagai,1,8.2
Jose Coronado,2,7.85
Josef Altin,1,7.6
Joseph A. Carpenter,1,8.0
Joseph Calleia,2,7.85
Joseph Cotten,3,8.066666666666666
Joseph Fiennes,1,7.6
Joseph Gordon-Levitt,4,7.925
Joseph Lee,1,7.6
Joseph Melito,1,8.0
Joseph Schildkraut,1,8.1
Josh Brolin,6,7.766666666666667
Josh Charles,1,8.1
Josh Hartnett,2,7.7
Josh Lucas,1,7.6
Josh O'Connor,1,7.7
José Baviera,1,8.1
José Lewgoy,1,8.1
Joséphine Lebas-Joly,1,7.6
Joyce Carey,1,8.0
Juan Ferrara,1,7.9
Judd Hirsch,1,7.7
Judd Nelson,1,7.8
Jude Law,3,7.666666666666667
Judi Dench,3,7.766666666666667
Judith Anderson,1,8.1
Judith O'Dea,1,7.9
Judy Davis,1,7.7
Julia Greer,1,7.9
Julia Jones,1,7.7
Julia Ormond,1,7.8
Julia Roberts,2,7.85
Julia Stiles,1,8.0
Julian Arahanga,1,7.9
Julian Dennison,2,7.800000000000001
Julian Sands,1,7.8
Juliane Köhler,1,8.2
Julianne Moore,6,7.8999999999999995
Julianne Nicholson,1,8.0
Julie Andrews,2,7.9
Julie Christie,3,7.766666666666667
Julie Delpy,5,7.92
Julie Hagerty,1,7.7
Julie Harris,1,7.9
Julie Kavner,1,7.8
Julie Walters,1,7.7
Juliette Binoche,1,7.9
Juliette Lewis,1,7.8
Juliette Mayniel,1,7.7
Jun Ji-Hyun,1,8.0
June Squibb,1,7.7
Jung-woo Ha,2,7.949999999999999
Junko Iwao,1,8.0
Justin Bartha,1,7.7
Justin Braine,1,7.7
Justin Henry,1,7.8
Justin Theroux,2,7.75
Justin Timberlake,1,7.7
Justine Waddell,1,7.9
Jyoti Malshe,1,8.3
Jürgen Prochnow,1,8.3
Jürgen Vogel,1,7.6
Jüri Järvet,1,8.1
Ka Tung Lam,1,8.0
Kad Merad,1,7.9
Kagiso Kuypers,1,8.0
Kaitlyn Dever,1,8.0
Kajol,2,8.05
Kalina Jedrusik,1,7.8
Kalki Koechlin,1,8.0
Kamatari Fujiwara,1,8.1
Kang Hye-jeong,1,8.4
Kang-ho Song,4,8.025
Kangana Ranaut,1,8.2
Kappei Yamaguchi,1,7.8
Kara Hayward,1,7.8
Kareena Kapoor,3,7.8999999999999995
Karen Allen,1,8.4
Karen Morley,1,7.8
Kari Sylwan,1,8.1
Karina Arroyave,1,7.7
Karisma Kapoor,1,8.2
Karl Hardman,1,7.9
Karl Malden,3,8.0
Karlheinz Böhm,1,7.7
Kasi Lemmons,1,8.6
Kassie Wesley DePaiva,1,7.8
Kasumi Arimura,1,7.7
Kate Ashfield,1,7.9
Kate Hudson,1,7.9
Kate Mara,1,8.0
Kate Winslet,5,7.8
Katharine Hepburn,6,7.783333333333334
Katharine Houghton,1,7.8
Katharine Ross,2,8.0
Katherine Helmond,1,7.9
Kathryn McGuire,1,8.2
Kathy Bates,4,7.75
Katie A. Keane,1,8.0
Katrin Cartlidge,2,7.8
Katrin Saß,1,7.7
Katrina Kaif,1,8.1
Katsunosuke Hori,1,7.7
Kawsar Al Haddad,1,8.4
Kay Kay Menon,1,8.1
Kayoko Kishimoto,1,7.8
Kazuko Yoshiyuki,1,8.1
Kazunari Ninomiya,1,7.9
Kazuya Tsurumaki,1,8.1
Keanu Reeves,1,8.7
Keenan Wynn,1,8.4
Keiju Kobayashi,1,8.1
Keiko Tsushima,1,8.6
Keiko Yokozawa,1,8.0
Keir Dullea,1,8.3
Keira Knightley,4,7.9
Keith David,2,8.1
Kelsey Asbille,1,7.7
Kemp Powers,1,8.1
Ken Foree,1,7.9
Ken Leung,1,7.6
Ken Stott,1,7.8
Ken Watanabe,4,8.15
Ken'ichi Hagiwara,1,8.0
Ken'ichi Matsuyama,1,7.7
Kenneth Branagh,1,7.7
Kenshô Ono,1,8.1
Keri Russell,1,7.6
Kermit the Frog,1,7.7
Kerry Washington,3,7.933333333333334
Kevin Bacon,6,7.7
Kevin Costner,4,7.925
Kevin Jarre,1,7.8
Kevin McCarthy,1,7.7
Kevin McKidd,1,8.1
Kevin Peter Hall,1,7.8
Kevin Spacey,5,8.3
Ki-duk Kim,1,8.0
Kiara Advani,1,7.8
Kiefer Sutherland,1,7.6
Kim Basinger,1,8.2
Kim Byeong-Ok,1,8.4
Kim Greist,1,7.9
Kim Hunter,2,8.0
Kim Min-hee,1,8.1
Kim Novak,1,8.3
Kim Sang-kyung,1,8.1
Kim Tae-Woo,1,7.8
Kim Uylenbroek,1,7.9
Kim Yoon-seok,1,7.8
Kim Young-Min,1,8.0
Kimberly Stringer,1,7.9
King Donovan,1,7.7
Kirin Kiki,1,7.9
Kirk Acevedo,1,7.6
Kirk Douglas,4,8.1
Kirk Wise,1,8.0
Kirron Kher,1,7.8
Kirsten Dunst,1,7.8
Kirsten Sheridan,1,7.9
Kirti Kulhari,1,8.1
Kishori Ballal,1,8.2
Kiyoshi Kobayashi,1,7.7
Klaus Kinski,2,8.0
Klaus Wennemann,1,8.3
Kodi Smit-McPhee,1,7.6
Kong Chu,1,7.8
Konkona Sen Sharma,1,8.2
Konstantin Lavronenko,1,8.0
Kotoe Hatsui,1,8.0
Koyu Rankin,1,7.9
Kristen Wiig,1,8.0
Kristina Adolphson,1,8.1
Kumud Mishra,2,7.85
Kurt Fuller,1,7.7
Kurt Russell,4,7.85
Kyle Chandler,1,7.8
Kyle MacLachlan,1,7.7
Kyung-jin Lee,1,8.4
Kyôko Kagawa,1,8.4
Kátia Lund,1,8.6
Kåre Hedebrant,1,7.9
Kôichi Yamadera,2,7.95
Lady Gaga,1,7.6
Laia Costa,1,7.6
Laila Robins,1,7.6
Lamberto Maggiorani,1,8.3
Lance Henriksen,1,7.6
Lari White,1,7.8
Larry Gates,1,7.7
Lars Ranthe,1,7.8
Lasse Fogelstrøm,1,8.3
Laura Dern,4,7.825
Laura Harring,1,7.9
Laura Linney,2,7.9
Laura Obiols,2,7.95
Laura Vasiliu,1,7.9
Lauren Bacall,4,7.875
Lauren Ridloff,1,7.8
Laurence Fishburne,2,8.25
Laurence Harvey,1,7.9
Laurence Olivier,3,8.0
Lawrence A. Bonney,1,8.6
Lazar Ristovski,1,8.1
Lea Massari,1,7.9
Lea Thompson,2,8.15
Leandro Firmino,1,8.6
Lee Byung-Hun,2,7.8
Lee Grant,1,7.9
Lee J. Cobb,3,8.366666666666667
Lee Marvin,2,7.9
Lee Pace,1,7.9
Lee Remick,1,8.0
Lee Sun-kyun,1,8.6
Lee Unkrich,3,8.033333333333333
Lee Van Cleef,2,8.55
Lee Yeong-ae,1,7.8
Leigh Whannell,1,7.6
Leila Hatami,1,8.3
Leila Hyams,1,7.9
Leland Orser,1,7.8
Leland Palmer,1,7.9
Lembit Ulfsak,1,8.2
Lena Endre,1,7.8
Lena Headey,1,7.6
Lena Nyman,1,8.2
Leo G. Carroll,1,7.9
Leo McKern,1,7.7
Leon Lai,1,7.7
Leonard Frey,1,8.0
Leonard Nimoy,2,7.800000000000001
Leonardo DiCaprio,11,8.127272727272727
Leonie Benesch,1,7.8
Leonor Watling,1,7.9
Lesley Sharp,1,7.8
Leslie Cheung,1,8.1
Leslie Nielsen,1,7.6
Leslie Odom Jr.,1,8.6
Lew Ayres,1,8.0
Lewis Black,1,8.1
Li Sun,1,7.6
Liam Aiken,1,7.7
Liam Cunningham,1,7.7
Liam Neeson,4,8.15
Lianella Carell,1,8.3
Liesel Matthews,1,7.7
Liev Schreiber,2,7.85
Lil Dagover,1,8.1
Lillete Dubey,1,7.8
Lillian Gish,1,8.0
Lillo Brancato,1,7.8
Lilly Wachowski,1,8.7
Lily Franky,1,7.9
Lin-Manuel Miranda,1,8.6
Lina Leandersson,1,7.9
Linda Blair,1,8.0
Linda Cardellini,1,8.2
Linda Hamilton,2,8.25
Linda Larkin,1,8.0
Linda Manz,1,7.8
Linda Zilliacus,1,7.8
Lindsay Duncan,1,7.6
Linh Dan Pham,1,7.8
Lionel Barrymore,2,8.2
Lisa Hannigan,1,8.1
Lisa Haydon,1,8.2
Lisa Spoonauer,1,7.7
Lisanne Falk,1,7.8
Liubomiras Laucevicius,1,8.3
Liv Ullmann,3,8.133333333333333
Liza Minnelli,1,7.8
Ljubica Adzovic,1,8.2
Lloyd Avery II,1,7.8
Lloyd Bridges,1,7.9
Logan Lerman,2,7.85
Lola Dueñas,1,8.0
Lorelei Linklater,1,7.8
Lorella Cravotta,1,8.3
Lori Martin,1,7.7
Lorraine Bracco,1,8.7
Lorraine Gary,1,8.0
Lou Romano,1,8.0
Louis Calhern,1,7.9
Louis Eppolito,1,7.6
Louis Hofmann,1,7.8
Louis Prima,1,7.6
Louis Wolheim,1,8.0
Louise Fletcher,1,8.7
Louise Lemoine Torrès,1,8.1
Loveleen Tandan,1,8.0
Lubna Azabal,1,8.3
Lucas Hedges,1,7.8
Lucie Mannheim,1,7.6
Lucy Boynton,1,8.0
Lucy Davis,1,7.9
Lucy Liu,2,7.7
Luis Guzmán,1,7.9
Luis Tosar,1,7.6
Luke Bracey,1,8.1
Luàna Bajrami,1,8.1
Lydia Wilson,1,7.8
Lyubov Agapova,1,7.8
Léa Seydoux,1,7.7
Mabel Rivera,1,8.0
Macaulay Culkin,1,7.6
Macdonald Carey,1,7.8
Machiko Kyô,1,8.2
Mack Swain,1,8.2
Mackenzie Foy,2,8.15
Madeleine Carroll,1,7.6
Madeleine Stowe,2,7.85
Madeline Carroll,1,7.7
Madeline Kahn,2,8.05
Madhavan,3,8.466666666666667
Mads Mikkelsen,4,7.9
Mae Clarke,1,7.8
Magali Noël,1,7.9
Maggie Cheung,2,8.0
Maggie Grace,1,7.8
Maggie Smith,1,7.6
Magnus Millang,1,7.8
Mahershala Ali,1,8.2
Mahesh Manjrekar,1,8.1
Mahie Gill,2,8.1
Mahito Tsujimura,1,8.1
Makio Inoue,1,7.7
Malcolm McDowell,1,8.3
Malin Akerman,1,7.6
Mamaengaroa Kerr-Bell,1,7.9
Mami Koyama,1,8.0
Mandy Moore,1,7.7
Mandy Patinkin,1,8.0
Manjot Singh,1,8.2
Manoj Bajpayee,2,8.1
Manuel Morón,1,7.6
Mara Krupp,1,8.3
Marc-André Grondin,1,7.9
Marcel Dalio,1,8.0
Marcello Mastroianni,2,8.0
Marcia Gay Harden,2,7.9
Marco Giallini,1,7.8
Mare Winningham,1,7.6
Margaret Avery,1,7.8
Margaret Livingston,1,8.1
Margaret Lockwood,1,7.8
Margaret Sullavan,1,8.1
Margaret Wycherly,1,8.1
Margaretha Krook,1,8.1
Margarita Terekhova,1,8.1
Margot Robbie,2,7.8999999999999995
Maria Doyle Kennedy,1,7.9
Maria Falconetti,1,8.1
Maria Grazia Cucinotta,1,7.7
Maria Monti,1,7.6
Marianne Koch,1,8.0
Maribel Verdú,2,7.8999999999999995
Marie-Josée Croze,1,8.0
Marie-Laure Dougnac,1,7.6
Mariel Hemingway,1,7.9
Marilyn Eastman,1,7.9
Marilyn Ghigliotti,1,7.7
Marilyn Monroe,1,8.2
Marina Vasileva,1,7.6
Marina de Tavira,1,7.7
Mario Casas,1,8.1
Marion Cotillard,3,7.633333333333333
Marion Mack,1,8.1
Marisa Berenson,1,8.1
Marisa Paredes,2,7.699999999999999
Marisa Tomei,2,7.75
Marius Goring,1,8.1
Marjane Satrapi,1,8.0
Mark Boone Junior,1,8.4
Mark Hamill,3,8.533333333333333
Mark Margolis,1,7.9
Mark Ruffalo,7,8.042857142857143
Mark Rydell,1,7.6
Mark Rylance,2,7.699999999999999
Mark Strong,1,7.6
Mark Wahlberg,3,8.066666666666666
Markus Rygaard,1,7.6
Markéta Irglová,1,7.8
Marlene Dietrich,2,8.3
Marlon Brando,4,8.425
Marlon Wayans,1,8.3
Martha Vickers,1,7.9
Martin Balsam,3,8.200000000000001
Martin Freeman,3,7.8
Martin Landau,2,7.85
Martin Milner,1,8.0
Martin Sheen,3,8.1
Martin Stringer,1,8.2
Martina Gedeck,1,8.4
Marty Feldman,1,8.0
Mary Astor,1,8.0
Mary Elizabeth Mastrantonio,1,8.3
Mary Kay Bergman,1,7.7
Mary McDonnell,2,8.0
Mary Steenburgen,2,7.9
Mary Stuart Masterson,1,7.7
Mary Tyler Moore,1,7.7
Mary Ure,1,7.7
Mary-Louise Parker,1,7.7
Maryana Spivak,1,7.6
María Marull,1,8.1
María Mercedes Villagra,1,7.9
Marília Pêra,1,8.0
Masaaki Ôkura,1,8.0
Masahiko Nishimura,1,7.8
Masahiro Motoki,1,8.1
Masaki Okada,1,7.8
Masayuki Mori,1,8.2
Massimo Troisi,2,7.7
Matheus Nachtergaele,1,8.6
Mathieu Amalric,2,8.05
Mathieu Kassovitz,1,8.3
Matt Damon,11,8.009090909090908
Matt Stone,1,7.7
Matthew Broderick,3,8.033333333333333
Matthew Edison,1,7.7
Matthew Goode,2,7.8
Matthew Macfadyen,1,7.8
Matthew McConaughey,6,8.0
Matthew Modine,1,8.3
Matvey Novikov,1,7.6
Maureen O'Hara,2,7.800000000000001
Maureen O'Sullivan,1,8.0
Maurice Evans,1,8.0
Maurice Schutz,1,8.1
Max Phipps,1,7.6
Max Riemelt,1,7.6
Max Schreck,1,7.9
Max von Sydow,4,7.975
Maxim Gaudette,1,8.3
Maxine Audley,1,7.7
May Whitty,1,7.8
Mayu Matsuoka,1,7.9
Mayumi Izuka,1,7.6
Mayumi Tanaka,1,8.0
Mckenna Grace,1,7.6
Meat Loaf,1,8.8
Meena,1,8.3
Meg Ryan,1,7.6
Megs Jenkins,1,7.8
Megumi Hayashibara,2,7.9
Megumi Ogata,1,8.1
Mehdi Nebbou,1,7.8
Mel Gibson,3,7.833333333333333
Melinda Dillon,2,7.75
Melisa Sözen,1,8.1
Melissa Benoist,1,8.5
Melissa Leo,2,7.949999999999999
Melora Walters,1,7.6
Melvyn Douglas,2,7.85
Mercedes Morán,1,7.8
Merila Zare'i,1,8.0
Merna Kennedy,1,8.1
Mervyn LeRoy,1,8.0
Meryl Streep,4,7.75
Mete Horozoglu,1,8.0
Mia Farrow,4,7.825
Mia Sara,1,7.8
Michael Ansara,1,8.2
Michael B. Jordan,2,7.6
Michael Bates,1,8.3
Michael Beck,1,7.6
Michael Berryman,1,8.7
Michael Biehn,2,8.15
Michael Caine,9,8.077777777777778
Michael Clarke Duncan,1,8.6
Michael Douglas,2,7.699999999999999
Michael Ealy,1,7.6
Michael Fassbender,2,7.9
Michael Gambon,2,7.85
Michael J. Fox,2,8.15
Michael J. Pollard,1,7.8
Michael Keaton,2,7.9
Michael Kenneth Williams,1,8.1
Michael Lee Gogin,1,7.6
Michael Madsen,4,8.025
Michael McKean,2,7.75
Michael Murphy,1,7.9
Michael Nyqvist,1,7.8
Michael Palin,1,8.1
Michael Peña,1,7.6
Michael Preston,1,7.6
Michael Redgrave,2,7.8
Michael Rennie,1,7.7
Michael Schwartz,1,7.6
Michael Sheen,1,7.7
Michael Strong,1,7.9
Michael Stuhlbarg,2,7.9
Michael York,1,7.8
Michel Auclair,1,7.8
Michel Côté,1,7.9
Michel Piccoli,1,7.7
Michel Robin,1,7.8
Michelle Dockery,1,7.8
Michelle La,1,7.6
Michelle Monaghan,1,7.6
Michelle Pfeiffer,2,8.0
Michelle Reis,1,7.7
Michelle Rodriguez,1,7.8
Michelle Williams,3,7.7
Michelle Yeoh,1,7.8
Michèle Caucheteux,1,7.8
Mick Lally,1,7.6
Mickey Rourke,2,7.95
Miguel Ángel Fuentes,1,8.1
Mikael Persbrandt,1,7.6
Mike Myers,1,7.8
Mike Vitar,1,7.8
Miki Imai,1,7.6
Mikkel Boe Følsgaard,1,7.8
Mila Kunis,1,8.0
Mila Parély,1,8.0
Miles Teller,2,8.05
Milhem Cortaz,2,8.0
Milla Jovovich,1,7.7
Mina Sadati,1,7.8
Minami Takayama,1,7.8
Ming-Na Wen,1,7.6
Minori Terada,1,8.0
Minoru Chiaki,2,8.1
Miori Takimoto,1,7.8
Mirai Shida,1,7.6
Miranda Richardson,1,7.7
Miriam Shor,1,7.7
Mirjana Jokovic,1,8.1
Misa Uehara,1,8.1
Misha Meskhi,1,8.2
Miss Piggy,1,7.7
Mitchell Ryan,1,7.6
Mitchell Whitfield,1,7.6
Mithun Chakraborty,1,8.1
Mitsuo Iwata,1,8.0
Mitsutaka Itakura,1,7.7
Miyu Irino,2,8.35
Mohammad Amir Naji,1,8.3
Mohanlal,1,8.3
Mohit Raina,1,8.2
Moira Shearer,2,7.9
Molly Picon,1,8.0
Molly Ringwald,1,7.8
Mona Singh,1,8.4
Mone Kamishiraishi,1,8.4
Monica Viegas,1,7.8
Monica Vitti,1,7.9
Montgomery Clift,2,7.699999999999999
Moon So-Ri,1,8.1
Morena Baccarin,2,7.85
